index,ree,qu,wfpan
2,0.481710969191,0.494981418063,0.463287719242
3,0.490415942234,0.47668864529,0.446548920696
4,0.49834649007,0.471830427119,0.439056849429
5,0.487849876029,0.471994389878,0.43559732576
6,0.488801278827,0.477501736178,0.442138020272
7,0.49368564711,0.484067105443,0.450349399818
8,0.493045835966,0.470216635783,0.432468294468
9,0.493195103074,0.475692195032,0.438450897099
10,0.489173410404,0.472472126683,0.434994126055
11,0.495066585802,0.476405465902,0.438923160011
12,0.492719024268,0.476842273467,0.437704223751
13,0.492009934699,0.475548032116,0.435958731165
14,0.491653484445,0.47704476058,0.436681192935
15,0.493217811899,0.477902301826,0.440393026248
16,0.492872562108,0.47906704085,0.439978883966
17,0.49129636653,0.477328706311,0.440074609122
18,0.49232204976,0.47776845357,0.439095927779
19,0.492302061922,0.475154626471,0.43640922443
20,0.490651387472,0.473216333024,0.434181893388
21,0.492256970976,0.475382828016,0.437110305279
22,0.489310537992,0.472109625404,0.433472126737
23,0.490577049558,0.474003205312,0.434373694142
24,0.491707474397,0.475389678475,0.437320247915
25,0.494070808298,0.477477732282,0.438873970583
26,0.493362846392,0.476464542884,0.438000128721
27,0.492661721933,0.476849644977,0.438403782725
28,0.493200531412,0.476389465082,0.438181994045
29,0.489062775186,0.473061181609,0.434737934902
30,0.491772617832,0.475196114455,0.436886087486
31,0.491394912802,0.476295551296,0.437604601883
32,0.491223178312,0.476693834283,0.438590363421
33,0.491734600169,0.47575429556,0.437978664094
34,0.492923657843,0.475435168784,0.437597241213
35,0.492238686796,0.475772488869,0.437212042417
36,0.492559103247,0.476549790667,0.438242459092
37,0.493441411081,0.477904811395,0.439990586021
38,0.492926618957,0.475495861379,0.437225590212
39,0.492685949367,0.476420810267,0.438354915395
40,0.49200572917,0.475880000528,0.437673956411
41,0.494138623484,0.477241096742,0.439212134549
42,0.493886201517,0.477354627094,0.438868267127
43,0.494224171708,0.477225477011,0.438377284752
44,0.494423644093,0.477470871788,0.438403140184
45,0.494635720953,0.477557254523,0.439357391064
46,0.495005079075,0.478069635791,0.439503017694
47,0.49463578937,0.477427343047,0.439933322932
48,0.49478124269,0.47718492209,0.439181643558
49,0.495165579753,0.477016045767,0.438737447649
50,0.494173088053,0.476201996801,0.437636260142
51,0.494785030698,0.476924638777,0.438870002158
52,0.493526008278,0.475534731938,0.437410153355
53,0.494271555808,0.476175023035,0.43752311167
54,0.494641008467,0.476662106531,0.438662336929
55,0.495620303164,0.477714328263,0.439453577793
56,0.495947207365,0.477660002804,0.439370866055
57,0.495683458818,0.477802405804,0.43956019511
58,0.495752488894,0.477672890643,0.439365807156
59,0.493462764049,0.475827273302,0.437622405483
