index,ree,qu,wfpan
10,0.598114333215,0.623709517283,0.648394512923
20,0.59510565748,0.61381775273,0.636603485027
30,0.581191497319,0.603474753211,0.631579936731
40,0.593603878619,0.616282456808,0.6416038455
50,0.595045134583,0.617075755127,0.639513968156
60,0.585712900834,0.610262085024,0.638454551907
70,0.591179362682,0.614318280643,0.642314143473
80,0.599177606972,0.618839388713,0.640693810382
90,0.59051248807,0.617404413399,0.646971627401
100,0.596591302377,0.62316032259,0.645629935742
110,0.596847282158,0.619510550906,0.64059577355
120,0.579641391266,0.60557804254,0.632241117841
130,0.598982197547,0.625010535501,0.651319092794
140,0.596088647799,0.618843095648,0.641126324774
150,0.591617823957,0.612870456399,0.642297547866
160,0.594184679687,0.619334132197,0.643857316222
170,0.597709615436,0.619180164007,0.642317308426
180,0.591406279309,0.616855642726,0.646238233991
190,0.598708616037,0.621041604815,0.644800385673
200,0.601084209819,0.620014606328,0.642779070088
210,0.589880291618,0.60988855563,0.636624145897
220,0.597607941951,0.619094507411,0.641417315694
230,0.594199498529,0.619062960744,0.643260614188
240,0.582491990655,0.60829013134,0.634068664495
250,0.593069949811,0.618585617462,0.642252224806
260,0.599455987315,0.621455420866,0.644192881341
270,0.588566567645,0.61757802472,0.643288642677
280,0.600396834876,0.625772467244,0.651156506661
290,0.593613577721,0.61447578706,0.638021052062
300,0.579260447053,0.607012980346,0.634900012587
