index,ree,qu,wfpan
2,0.508823397984,0.51314779057,0.544459909635
3,0.52918518983,0.548372189352,0.566697474651
4,0.529282284154,0.547635792696,0.565088018388
5,0.531114148145,0.546849695856,0.570572235696
6,0.539093503674,0.55518330519,0.575897156694
7,0.532228641324,0.552066345247,0.56629629924
8,0.534555344079,0.551500970504,0.57052660376
9,0.536823338473,0.551339196352,0.570857972609
10,0.535909534551,0.552082119323,0.571751122327
11,0.534650096484,0.543996385342,0.56527434115
12,0.536143019108,0.546901284983,0.569852506261
13,0.541684585942,0.550672222522,0.572460400336
14,0.540524954965,0.548591199249,0.571103969802
15,0.53593231317,0.546034807164,0.570166303978
16,0.527263715192,0.538888632422,0.56202512547
17,0.531672731516,0.544691497387,0.566296566152
18,0.528476135946,0.540930311452,0.56300787277
19,0.52958705844,0.541016002306,0.563534501749
20,0.531561738603,0.540860239653,0.565329268397
21,0.530392874838,0.541720851983,0.565679613263
22,0.526525909368,0.537046875639,0.56278315163
23,0.52510812109,0.534186225044,0.560467699596
24,0.523468816047,0.535534021064,0.560138346148
25,0.522882103074,0.535197882334,0.559861734512
26,0.520707694434,0.532915340356,0.556478140611
27,0.523869971607,0.535944469654,0.560520662841
28,0.524172629019,0.535176033952,0.561100012654
29,0.52393357887,0.534377965994,0.560429323765
30,0.524806574908,0.536028495249,0.56056321482
31,0.524545549647,0.535376819111,0.560737769393
32,0.523828045572,0.534597893706,0.560028305545
33,0.525565438812,0.536789775567,0.561498344387
34,0.525611828845,0.536625289653,0.561089226679
35,0.525766960874,0.536970971545,0.562201344849
36,0.527075621952,0.538536615895,0.563551481626
37,0.525933620003,0.538328284865,0.562259282641
38,0.526440628831,0.538524870087,0.563175942378
39,0.525974019208,0.537469942273,0.562782542786
40,0.525868603231,0.537702391971,0.562889960562
41,0.525501252706,0.536005703407,0.561269010798
42,0.526920064225,0.537205574766,0.563345194743
43,0.528807083531,0.538583468546,0.564426369292
44,0.529167728228,0.538976005442,0.564822758075
45,0.52792982825,0.538430858108,0.564479732911
46,0.525120749734,0.536189827085,0.561871587497
47,0.526167220697,0.537763184215,0.562758692953
48,0.525329676636,0.537102824528,0.562164698197
49,0.525766433111,0.536666828477,0.561725925034
50,0.526614058548,0.536923871308,0.562401538589
51,0.526274695375,0.537597421581,0.562690952338
52,0.524806172227,0.535929006749,0.561954276615
53,0.524058629646,0.53460449804,0.56081776252
54,0.523310578325,0.535178799534,0.560693898882
55,0.523252773781,0.535358126647,0.560693695611
56,0.522001596745,0.53400490263,0.558524080987
57,0.523656883675,0.535272605161,0.560319086858
58,0.523572579646,0.534959900016,0.56066945589
59,0.523603504129,0.535314072,0.561128649458
60,0.524051388134,0.536029783506,0.5610725691
61,0.523531352185,0.535239295626,0.560384759837
62,0.522774619011,0.534395733268,0.559597704625
63,0.52308974935,0.53494368688,0.559895167757
64,0.523031100382,0.534856533502,0.559551970423
65,0.523373057204,0.53512606428,0.560274134121
66,0.524131824744,0.536041893841,0.561004541125
67,0.523654144406,0.535979238844,0.560240599549
68,0.524020068071,0.536050633122,0.560652377126
69,0.524710813507,0.536221300763,0.56088053747
70,0.524712693248,0.536400876679,0.561037864918
71,0.525028948987,0.535799549604,0.560559582004
72,0.525722516007,0.536292263293,0.56143852171
73,0.526807447307,0.536993419799,0.561989381505
74,0.526803852119,0.536974669761,0.561811911738
75,0.526043244999,0.536824309357,0.561750609493
76,0.524413188209,0.535388223595,0.560164543826
77,0.525404318224,0.536779181864,0.56125321547
78,0.524778738263,0.536043500109,0.560408040356
79,0.525078871041,0.536010230685,0.560465590955
80,0.525684882287,0.53638695255,0.561038561405
81,0.52548268049,0.536817668386,0.561237611756
82,0.52489590066,0.53608896853,0.561153902585
83,0.524684141545,0.535568691632,0.560685607452
84,0.524220816051,0.535937318273,0.560588912325
85,0.524070213599,0.536245871614,0.560668501205
86,0.523252175083,0.535298184872,0.559654923934
87,0.524381250373,0.536459931106,0.561181160576
88,0.524456161241,0.536281012517,0.561562538397
89,0.524450232981,0.536366502387,0.561777919692
90,0.524719154327,0.53671983043,0.561614389436
91,0.524990485069,0.536798348107,0.561779030588
92,0.524486134484,0.53619540928,0.561197978498
93,0.525153297028,0.536976997619,0.561810043012
94,0.525018300874,0.536808073347,0.561496874578
95,0.525203598135,0.536884750238,0.561854556557
96,0.525689856746,0.537477185958,0.562335673644
97,0.525287601065,0.537389157929,0.561851465981
98,0.52527681297,0.53734877452,0.562050368743
99,0.525547863789,0.537411898957,0.562109888516
100,0.525508039473,0.53757585426,0.562192386337
101,0.52560739613,0.537282947771,0.561829363234
102,0.526176516135,0.537832270226,0.562531218327
103,0.526948105758,0.538344273859,0.562907610023
104,0.526941804524,0.538226982401,0.562861485909
105,0.5263930492,0.538024654275,0.562693523932
106,0.525398867368,0.537152013141,0.561714563783
107,0.526243730503,0.537884656627,0.562257029433
108,0.52581326962,0.537470719546,0.561824526172
109,0.525989684158,0.537422958607,0.561857080813
110,0.526351516523,0.537662219549,0.562325164148
111,0.526333054721,0.537963045366,0.5624450025
112,0.525542900088,0.536986418227,0.561759824939
113,0.525446039059,0.536533978762,0.561438504652
114,0.525068335316,0.53678349435,0.561348931661
115,0.525091194786,0.537025944908,0.561510231195
116,0.524430014588,0.536380622956,0.56058066389
117,0.525179214645,0.536959246817,0.561433810999
118,0.525033249733,0.536627088049,0.561392077036
119,0.524890153701,0.536570018248,0.561347309194
120,0.525040832758,0.53672772362,0.561199876822
121,0.525061202525,0.536701831387,0.561265386908
122,0.524829970618,0.536484007039,0.561007803497
123,0.525189872797,0.537128851256,0.561418009772
124,0.525217653756,0.536974282027,0.561276515285
125,0.525400208933,0.537119815504,0.56163351403
126,0.525781570091,0.537583712328,0.562005319446
127,0.525479270469,0.537509369018,0.561564843773
128,0.525673841379,0.537580689856,0.56185094944
129,0.525954844428,0.537774563487,0.56197860387
130,0.525966384674,0.537975750676,0.562100582531
131,0.525945335016,0.53739342639,0.561615049537
132,0.526312127317,0.537643658369,0.561994157702
133,0.526951085931,0.538117429616,0.562320677057
