index,ree,qu,wfpan
10,0.489173410404,0.472472126683,0.434994126055
20,0.49212936454,0.473960539364,0.433369660722
30,0.494015078552,0.479155677319,0.44229447568
40,0.492705063185,0.477931658745,0.440037563187
50,0.502842523586,0.477489981894,0.437485475068
60,0.498021526188,0.481022712737,0.444051318119
70,0.492148777742,0.47730901929,0.440640472781
80,0.495354592682,0.471665593737,0.432493916875
90,0.501825591834,0.479791423653,0.443274356338
100,0.493809022458,0.479704273282,0.442095902547
110,0.498022481765,0.474149089238,0.432669041749
120,0.502861147112,0.483948831548,0.450984021887
130,0.495272121404,0.482373287574,0.445170241911
140,0.496356637362,0.475692074463,0.434664457171
150,0.506807726543,0.486796669949,0.451444811439
160,0.494001772241,0.476761273439,0.438616090007
170,0.495435682698,0.472839180512,0.433507351168
180,0.496186321968,0.476380488448,0.441975377156
190,0.487929952529,0.473247535164,0.435263550039
200,0.49560089605,0.472088485044,0.431206646233
210,0.494438844469,0.477124300801,0.441986796715
220,0.493790304083,0.476212672304,0.436310386293
230,0.503497876229,0.477695371738,0.436768492993
240,0.502920799912,0.483206841612,0.447179674703
250,0.488838179436,0.475000883343,0.438769814579
260,0.499143478515,0.47031065358,0.432279490401
270,0.496692118986,0.480439810962,0.445295740192
280,0.49737140996,0.482067563706,0.44256344622
290,0.504296299568,0.479485116521,0.435483394102
300,0.503383889582,0.483547473272,0.446904771695
