index,ree,qu,wfpan
10,0.434526829242,0.394602524197,0.358508234308
20,0.434222411798,0.394465006381,0.356548878604
30,0.438211487771,0.398500140506,0.361365339511
40,0.439152475687,0.401147432973,0.365303814924
50,0.444952176739,0.396998849871,0.358758695198
60,0.440834372209,0.399692492448,0.365558557474
70,0.438098800037,0.399217135689,0.366986392419
80,0.437445497376,0.390803096862,0.355005582379
90,0.447266232592,0.40088210263,0.36743028761
100,0.438933184536,0.400128202028,0.366609263422
110,0.442316931936,0.393769289863,0.355383974796
120,0.446714197798,0.407570484584,0.374044589882
130,0.442461391084,0.404861664411,0.372333031931
140,0.438855679832,0.394735221811,0.354276645944
150,0.450880353842,0.411123964317,0.377000479613
160,0.440372566227,0.398782118642,0.36568308054
170,0.438162048036,0.393086845426,0.35810569243
180,0.438654618746,0.398497059468,0.365686464772
190,0.432887423174,0.394911802515,0.360550181717
200,0.434753174798,0.390087868197,0.351539883792
210,0.435568689377,0.396947643295,0.364644070376
220,0.438387452998,0.397600556386,0.359567277298
230,0.44669189652,0.398025831189,0.359755113493
240,0.446391688339,0.405293216868,0.369951769014
250,0.433825035178,0.39850268396,0.364974109907
260,0.438797006914,0.390340224801,0.355782152442
270,0.440625087698,0.401747403563,0.366662668368
280,0.443934969099,0.40413420458,0.368194876225
290,0.446368917142,0.395257415321,0.358054940579
300,0.447331590848,0.403213229447,0.370242487165
